"case","event"
"case_408","surf|surveillance"
"case_408","vulnD|surveillance"
"case_408","infoD|surveillance"
"case_408","rPrivEsc|surveillance"
"case_408","acctManip|surveillance"
"case_408","remoteexp|surveillance"
"case_408","ACE|surveillance"
"case_408","dManip|surveillance"
"case_408","exfil|surveillance"
"case_408","resHJ|surveillance"
"case_409","serD|unassigned"
"case_409","vulnD|storage"
"case_409","surf|http(s)"
"case_409","vulnD|http(s)"
"case_409","infoD|http(s)"
"case_409","rPrivEsc|http(s)"
"case_409","acctManip|http(s)"
"case_409","remoteexp|http(s)"
"case_409","CnC|http(s)"
"case_409","ACE|http(s)"
"case_409","netDOS|http(s)"
"case_409","resHJ|http(s)"
"case_409","dManip|http(s)"
"case_409","exfil|http(s)"
"case_409","delivery|http(s)"
"case_410","serD|unassigned"
"case_410","vulnD|remoteAccess"
"case_410","remoteexp|remoteAccess"
"case_410","dManip|remoteAccess"
"case_410","exfil|remoteAccess"
"case_411","serD|unassigned"
"case_411","vulnD|storage"
"case_411","serD|unassigned"
"case_411","vulnD|storage"
"case_411","serD|unassigned"
"case_411","vulnD|storage"
"case_411","serD|unassigned"
"case_411","vulnD|storage"
"case_412","serD|unassigned"
"case_412","vulnD|storage"
"case_412","vulnD|storage"
"case_413","serD|unassigned"
"case_413","vulnD|storage"
"case_413","serD|unassigned"
"case_413","vulnD|storage"
"case_413","surf|http(s)"
"case_413","netDOS|http(s)"
"case_414","rPrivEsc|http(s)"
"case_414","ACE|http(s)"
"case_414","resHJ|http(s)"
"case_415","serD|unassigned"
"case_415","vulnD|storage"
"case_415","vulnD|storage"
"case_416","serD|unassigned"
"case_416","vulnD|storage"
"case_416","surf|http(s)"
"case_416","infoD|http(s)"
"case_416","netDOS|http(s)"
"case_416","resHJ|http(s)"
"case_417","infoD|http(s)"
"case_417","infoD|http(s)"
"case_417","infoD|http(s)"
"case_417","infoD|http(s)"
"case_417","infoD|http(s)"
"case_418","serD|unassigned"
"case_418","vulnD|storage"
"case_418","exfil|remoteAccess"
"case_419","exfil|remoteAccess"
"case_419","serD|unassigned"
"case_419","vulnD|storage"
"case_420","serD|unassigned"
"case_420","vulnD|storage"
"case_420","hostD|http(s)"
"case_420","vulnD|http(s)"
"case_420","exfil|http(s)"
"case_421","serD|unassigned"
"case_421","vulnD|storage"
"case_421","hostD|http(s)"
"case_421","vulnD|http(s)"
"case_421","exfil|http(s)"
"case_422","serD|unassigned"
"case_422","vulnD|storage"
"case_422","exfil|broadcast"
"case_423","serD|surveillance"
"case_423","vulnD|storage"
"case_423","hostD|http(s)"
"case_424","serD|unassigned"
"case_424","vulnD|storage"
"case_424","vulnD|storage"
"case_425","serD|unassigned"
"case_425","vulnD|storage"
"case_425","exfil|unassigned"
"case_426","hostD|http(s)"
"case_426","serD|voip"
"case_426","exfil|unassigned"
"case_427","infoD|http(s)"
"case_427","infoD|http(s)"
"case_427","CnC|http(s)"
"case_428","vulnD|storage"
"case_428","vulnD|storage"
"case_428","vulnD|storage"
"case_428","serD|unassigned"
"case_428","vulnD|remoteAccess"
"case_428","exfil|unassigned"
"case_429","vulnD|storage"
"case_429","vulnD|remoteAccess"
"case_429","serD|unassigned"
"case_429","vulnD|storage"
"case_429","exfil|unassigned"
"case_430","vulnD|remoteAccess"
"case_430","serD|unassigned"
"case_430","vulnD|storage"
"case_430","serD|unassigned"
"case_430","vulnD|storage"
"case_430","vulnD|remoteAccess"
"case_430","vulnD|storage"
"case_430","vulnD|storage"
"case_430","serD|unassigned"
"case_430","serD|storage"
"case_430","vulnD|remoteAccess"
"case_430","vulnD|storage"
"case_430","serD|unassigned"
"case_430","vulnD|storage"
"case_430","acctManip|broadcast"
"case_431","vulnD|storage"
"case_431","vulnD|storage"
"case_431","vulnD|remoteAccess"
"case_431","vulnD|remoteAccess"
"case_431","serD|ATCcomm"
"case_431","vulnD|storage"
"case_431","vulnD|remoteAccess"
"case_431","serD|unassigned"
"case_431","vulnD|storage"
"case_431","vulnD|remoteAccess"
"case_431","serD|unassigned"
"case_431","serD|unassigned"
"case_431","vulnD|storage"
"case_431","vulnD|remoteAccess"
"case_432","vulnD|storage"
"case_432","vulnD|remoteAccess"
"case_432","serD|unassigned"
"case_432","vulnD|storage"
"case_432","vulnD|remoteAccess"
"case_432","vulnD|storage"
"case_432","vulnD|storage"
"case_432","vulnD|storage"
"case_432","serD|unassigned"
"case_432","serD|unassigned"
"case_432","vulnD|storage"
"case_432","vulnD|storage"
"case_432","serD|unassigned"
"case_432","vulnD|storage"
"case_432","vulnD|remoteAccess"
"case_432","serD|unassigned"
"case_432","vulnD|remoteAccess"
"case_432","vulnD|storage"
"case_432","serD|remoteAccess"
"case_432","vulnD|storage"
"case_432","serD|unassigned"
"case_432","vulnD|remoteAccess"
"case_432","serD|ATCcomm"
"case_432","vulnD|storage"
"case_432","acctManip|broadcast"
"case_433","serD|unassigned"
"case_433","serD|unassigned"
"case_433","vulnD|remoteAccess"
"case_433","vulnD|storage"
"case_433","vulnD|remoteAccess"
"case_433","vulnD|storage"
"case_433","vulnD|remoteAccess"
"case_433","vulnD|storage"
"case_433","vulnD|remoteAccess"
"case_433","acctManip|broadcast"
"case_434","infoD|nameserver"
"case_434","vulnD|remoteAccess"
"case_434","vulnD|remoteAccess"
"case_434","serD|unassigned"
"case_434","vulnD|remoteAccess"
"case_434","vulnD|http(s)"
"case_434","hostD|http(s)"
"case_435","vulnD|remoteAccess"
"case_435","serD|unassigned"
"case_435","vulnD|storage"
"case_435","vulnD|remoteAccess"
"case_435","vulnD|storage"
"case_435","vulnD|storage"
"case_435","serD|broadcast"
"case_435","vulnD|remoteAccess"
"case_435","vulnD|storage"
"case_435","serD|unassigned"
"case_435","vulnD|storage"
"case_435","serD|unassigned"
"case_435","vulnD|storage"
"case_435","vulnD|remoteAccess"
"case_435","serD|unassigned"
"case_435","vulnD|storage"
"case_435","serD|unassigned"
"case_435","vulnD|remoteAccess"
"case_435","vulnD|storage"
"case_435","serD|ATCcomm"
"case_435","serD|unassigned"
"case_435","vulnD|remoteAccess"
"case_435","vulnD|storage"
"case_435","serD|unassigned"
"case_435","vulnD|storage"
"case_435","serD|unassigned"
"case_435","vulnD|storage"
"case_435","acctManip|broadcast"
"case_436","serD|unassigned"
"case_436","vulnD|remoteAccess"
"case_436","vulnD|remoteAccess"
"case_436","vulnD|storage"
"case_436","vulnD|remoteAccess"
"case_436","vulnD|storage"
"case_436","serD|unassigned"
"case_436","serD|unassigned"
"case_436","vulnD|storage"
"case_436","vulnD|remoteAccess"
"case_436","serD|remoteAccess"
"case_436","serD|unassigned"
"case_436","vulnD|remoteAccess"
"case_436","vulnD|storage"
"case_437","vulnD|storage"
"case_437","vulnD|storage"
"case_437","vulnD|storage"
"case_438","vulnD|storage"
"case_438","vulnD|remoteAccess"
"case_438","vulnD|storage"
"case_438","vulnD|remoteAccess"
"case_438","serD|unassigned"
"case_438","vulnD|storage"
"case_438","vulnD|storage"
"case_438","serD|unassigned"
"case_438","vulnD|remoteAccess"
"case_438","vulnD|storage"
"case_438","vulnD|storage"
"case_438","vulnD|storage"
"case_438","vulnD|storage"
"case_438","vulnD|remoteAccess"
"case_438","vulnD|storage"
"case_438","serD|surveillance"
"case_438","vulnD|storage"
"case_438","serD|unassigned"
"case_438","vulnD|remoteAccess"
"case_438","serD|unassigned"
"case_438","vulnD|remoteAccess"
"case_438","acctManip|broadcast"
"case_439","serD|unassigned"
"case_439","vulnD|remoteAccess"
"case_439","vulnD|storage"
"case_439","serD|storage"
"case_439","vulnD|remoteAccess"
"case_439","serD|unassigned"
"case_439","vulnD|storage"
"case_439","serD|unassigned"
"case_439","vulnD|remoteAccess"
"case_439","vulnD|storage"
"case_439","vulnD|remoteAccess"
"case_439","vulnD|storage"
"case_439","vulnD|remoteAccess"
"case_439","vulnD|storage"
"case_439","vulnD|remoteAccess"
"case_440","vulnD|storage"
"case_440","vulnD|storage"
"case_440","vulnD|storage"
"case_440","vulnD|remoteAccess"
"case_440","vulnD|storage"
"case_440","serD|unassigned"
"case_440","vulnD|storage"
"case_440","vulnD|remoteAccess"
"case_440","vulnD|remoteAccess"
"case_440","serD|unassigned"
"case_440","vulnD|storage"
"case_440","serD|remoteAccess"
"case_440","vulnD|storage"
"case_440","vulnD|remoteAccess"
"case_440","vulnD|storage"
"case_440","serD|storage"
"case_440","vulnD|storage"
"case_440","vulnD|storage"
"case_440","serD|unassigned"
"case_440","serD|unassigned"
"case_440","vulnD|storage"
"case_440","serD|unassigned"
"case_440","acctManip|broadcast"
"case_441","vulnD|storage"
"case_441","vulnD|remoteAccess"
"case_441","serD|unassigned"
"case_441","vulnD|remoteAccess"
"case_441","serD|surveillance"
"case_441","vulnD|storage"
"case_441","serD|unassigned"
"case_441","vulnD|storage"
"case_441","vulnD|remoteAccess"
"case_441","vulnD|storage"
"case_441","vulnD|remoteAccess"
"case_441","vulnD|storage"
"case_441","vulnD|remoteAccess"
"case_441","vulnD|storage"
"case_441","vulnD|remoteAccess"
"case_442","vulnD|remoteAccess"
"case_442","vulnD|remoteAccess"
"case_442","vulnD|storage"
"case_442","serD|unassigned"
"case_442","vulnD|storage"
"case_442","vulnD|remoteAccess"
"case_442","serD|unassigned"
"case_442","vulnD|remoteAccess"
"case_442","serD|unassigned"
"case_442","vulnD|remoteAccess"
"case_442","vulnD|storage"
"case_442","vulnD|storage"
"case_442","vulnD|remoteAccess"
"case_442","serD|unassigned"
"case_442","vulnD|storage"
"case_442","vulnD|remoteAccess"
"case_442","vulnD|remoteAccess"
"case_442","vulnD|remoteAccess"
"case_442","serD|unassigned"
"case_442","vulnD|storage"
"case_442","acctManip|broadcast"
"case_443","vulnD|storage"
"case_443","vulnD|storage"
"case_443","vulnD|storage"
"case_443","vulnD|storage"
"case_443","vulnD|storage"
"case_443","vulnD|storage"
"case_443","serD|unassigned"
"case_443","vulnD|storage"
"case_443","vulnD|remoteAccess"
"case_443","infoD|nameserver"
"case_443","acctManip|broadcast"
"case_444","vulnD|remoteAccess"
"case_444","serD|unassigned"
"case_444","vulnD|remoteAccess"
"case_444","vulnD|remoteAccess"
"case_445","vulnD|storage"
"case_445","vulnD|storage"
"case_445","vulnD|storage"
"case_445","hostD|wireless"
"case_445","serD|remoteAccess"
"case_445","infoD|unassigned"
"case_445","exfil|unassigned"
"case_446","vulnD|storage"
"case_446","vulnD|remoteAccess"
"case_446","exfil|unassigned"
"case_447","vulnD|storage"
"case_447","serD|storage"
"case_447","vulnD|remoteAccess"
"case_447","vulnD|storage"
"case_447","vulnD|remoteAccess"
"case_447","serD|unassigned"
"case_447","vulnD|storage"
"case_447","vulnD|remoteAccess"
"case_447","vulnD|storage"
"case_447","serD|ATCcomm"
"case_447","vulnD|remoteAccess"
"case_447","serD|unassigned"
"case_447","vulnD|storage"
"case_447","acctManip|broadcast"
"case_448","vulnD|remoteAccess"
"case_448","vulnD|storage"
"case_448","vulnD|remoteAccess"
"case_448","serD|unassigned"
"case_448","vulnD|storage"
"case_448","serD|unassigned"
"case_448","vulnD|remoteAccess"
"case_448","vulnD|storage"
"case_448","serD|ATCcomm"
"case_448","vulnD|storage"
"case_448","vulnD|storage"
"case_448","vulnD|remoteAccess"
"case_448","serD|unassigned"
"case_448","vulnD|storage"
"case_448","serD|storage"
"case_449","vulnD|remoteAccess"
"case_449","vulnD|storage"
"case_449","vulnD|remoteAccess"
"case_449","vulnD|storage"
"case_449","vulnD|storage"
"case_449","vulnD|remoteAccess"
"case_449","serD|unassigned"
"case_449","vulnD|storage"
"case_449","serD|unassigned"
"case_449","vulnD|remoteAccess"
"case_449","vulnD|storage"
"case_449","vulnD|storage"
"case_449","serD|surveillance"
"case_449","vulnD|storage"
"case_449","vulnD|remoteAccess"
"case_449","vulnD|storage"
"case_449","serD|unassigned"
"case_449","vulnD|remoteAccess"
"case_449","serD|unassigned"
"case_449","vulnD|storage"
"case_449","vulnD|remoteAccess"
"case_449","acctManip|broadcast"
"case_450","vulnD|storage"
"case_450","vulnD|remoteAccess"
"case_450","serD|unassigned"
"case_450","vulnD|remoteAccess"
"case_450","serD|remoteAccess"
"case_450","vulnD|storage"
"case_450","serD|unassigned"
"case_450","vulnD|storage"
"case_450","vulnD|storage"
"case_450","infoD|nameserver"
"case_450","acctManip|broadcast"
"case_451","vulnD|storage"
"case_451","vulnD|remoteAccess"
"case_451","vulnD|storage"
"case_451","vulnD|remoteAccess"
"case_451","vulnD|remoteAccess"
"case_451","hostD|http(s)"
"case_452","serD|storage"
"case_452","vulnD|storage"
"case_452","vulnD|remoteAccess"
"case_452","serD|voip"
"case_452","serD|voip"
"case_452","hostD|remoteAccess"
"case_452","serD|remoteAccess"
"case_452","vulnD|voip"
"case_452","vulnD|storage"
"case_452","vulnD|storage"
"case_452","serD|unassigned"
"case_452","vulnD|storage"
"case_452","vulnD|storage"
"case_452","vulnD|storage"
"case_452","serD|unassigned"
"case_452","vulnD|remoteAccess"
"case_452","vulnD|storage"
"case_452","vulnD|remoteAccess"
"case_452","vulnD|storage"
"case_452","vulnD|storage"
"case_452","vulnD|remoteAccess"
"case_452","serD|storage"
"case_452","vulnD|storage"
"case_452","vulnD|storage"
"case_452","serD|unassigned"
"case_452","acctManip|broadcast"
"case_453","vulnD|remoteAccess"
"case_453","vulnD|storage"
"case_453","vulnD|storage"
"case_453","serD|unassigned"
"case_453","vulnD|storage"
"case_453","vulnD|storage"
"case_453","vulnD|storage"
"case_453","vulnD|remoteAccess"
"case_453","acctManip|broadcast"
"case_454","vulnD|remoteAccess"
"case_454","vulnD|storage"
"case_454","vulnD|remoteAccess"
"case_454","vulnD|storage"
"case_454","hostD|http(s)"
"case_455","serD|unassigned"
"case_455","vulnD|remoteAccess"
"case_455","vulnD|remoteAccess"
"case_455","vulnD|storage"
"case_455","vulnD|storage"
"case_455","serD|broadcast"
"case_455","vulnD|storage"
"case_455","vulnD|storage"
"case_455","vulnD|storage"
"case_455","serD|unassigned"
"case_455","vulnD|remoteAccess"
"case_455","vulnD|storage"
"case_455","serD|unassigned"
"case_455","vulnD|storage"
"case_455","vulnD|remoteAccess"
"case_455","serD|unassigned"
"case_455","vulnD|remoteAccess"
"case_455","serD|unassigned"
"case_455","vulnD|storage"
"case_455","serD|storage"
"case_455","vulnD|storage"
"case_455","vulnD|remoteAccess"
"case_455","serD|surveillance"
"case_455","vulnD|remoteAccess"
"case_455","acctManip|broadcast"
"case_456","vulnD|storage"
"case_456","vulnD|storage"
"case_456","vulnD|remoteAccess"
"case_456","vulnD|remoteAccess"
"case_456","vulnD|storage"
"case_456","vulnD|remoteAccess"
"case_456","vulnD|storage"
"case_456","vulnD|storage"
"case_456","vulnD|storage"
"case_456","vulnD|remoteAccess"
"case_456","acctManip|broadcast"
"case_457","infoD|nameserver"
"case_457","vulnD|storage"
"case_457","vulnD|remoteAccess"
"case_457","vulnD|remoteAccess"
"case_457","serD|unassigned"
"case_458","vulnD|remoteAccess"
"case_458","vulnD|storage"
"case_458","vulnD|storage"
"case_458","serD|unassigned"
"case_458","vulnD|remoteAccess"
"case_458","vulnD|storage"
"case_458","vulnD|storage"
"case_458","vulnD|remoteAccess"
"case_458","serD|unassigned"
"case_458","vulnD|storage"
"case_458","vulnD|storage"
"case_458","vulnD|storage"
"case_458","serD|unassigned"
"case_458","vulnD|storage"
"case_458","serD|unassigned"
"case_458","vulnD|storage"
"case_458","vulnD|storage"
"case_458","vulnD|storage"
"case_458","serD|unassigned"
"case_458","vulnD|storage"
"case_458","serD|unassigned"
"case_458","vulnD|remoteAccess"
"case_458","acctManip|broadcast"
"case_459","vulnD|storage"
"case_459","serD|unassigned"
"case_459","vulnD|storage"
"case_459","serD|unassigned"
"case_459","vulnD|storage"
"case_459","serD|unassigned"
"case_459","vulnD|storage"
"case_459","vulnD|storage"
"case_459","vulnD|storage"
"case_459","vulnD|remoteAccess"
"case_459","vulnD|remoteAccess"
"case_459","serD|unassigned"
"case_459","vulnD|storage"
"case_459","vulnD|storage"
"case_460","vulnD|remoteAccess"
"case_460","vulnD|storage"
"case_460","serD|ATCcomm"
"case_460","vulnD|storage"
"case_460","vulnD|remoteAccess"
"case_460","serD|ATCcomm"
"case_460","vulnD|storage"
"case_460","vulnD|storage"
"case_460","vulnD|storage"
"case_460","vulnD|storage"
"case_460","serD|unassigned"
"case_460","vulnD|storage"
"case_460","vulnD|remoteAccess"
"case_460","vulnD|storage"
"case_460","serD|unassigned"
"case_460","vulnD|remoteAccess"
"case_460","serD|unassigned"
"case_460","vulnD|storage"
"case_460","vulnD|storage"
"case_460","vulnD|storage"
"case_460","vulnD|remoteAccess"
"case_460","serD|ATCcomm"
"case_460","serD|unassigned"
"case_460","vulnD|storage"
"case_460","acctManip|broadcast"
"case_461","vulnD|storage"
"case_461","serD|unassigned"
"case_461","vulnD|remoteAccess"
"case_461","vulnD|remoteAccess"
"case_461","vulnD|storage"
"case_461","serD|unassigned"
"case_461","vulnD|storage"
"case_461","vulnD|storage"
"case_461","vulnD|remoteAccess"
"case_461","vulnD|storage"
"case_461","vulnD|remoteAccess"
"case_461","infoD|nameserver"
"case_461","acctManip|broadcast"
"case_462","vulnD|storage"
"case_462","vulnD|remoteAccess"
"case_462","vulnD|storage"
"case_462","vulnD|storage"
"case_462","vulnD|storage"
"case_462","vulnD|remoteAccess"
"case_463","serD|remoteAccess"
"case_463","vulnD|remoteAccess"
"case_463","serD|remoteAccess"
"case_463","vulnD|storage"
"case_463","vulnD|remoteAccess"
"case_463","vulnD|storage"
"case_463","serD|unassigned"
"case_463","vulnD|storage"
"case_463","serD|unassigned"
"case_463","vulnD|storage"
"case_463","vulnD|remoteAccess"
"case_463","serD|unassigned"
"case_463","vulnD|remoteAccess"
"case_463","serD|storage"
"case_463","vulnD|remoteAccess"
"case_463","vulnD|storage"
"case_463","serD|unassigned"
"case_463","vulnD|storage"
"case_463","vulnD|storage"
"case_463","serD|unassigned"
"case_463","vulnD|storage"
"case_463","vulnD|remoteAccess"
"case_463","acctManip|broadcast"
"case_464","vulnD|storage"
"case_464","vulnD|remoteAccess"
"case_464","vulnD|remoteAccess"
"case_464","vulnD|storage"
"case_464","vulnD|storage"
"case_464","vulnD|storage"
"case_464","serD|unassigned"
"case_464","vulnD|remoteAccess"
"case_464","acctManip|broadcast"
"case_465","vulnD|remoteAccess"
"case_465","vulnD|storage"
"case_465","serD|ATCcomm"
"case_465","vulnD|storage"
"case_465","vulnD|storage"
"case_466","serD|ATCcomm"
"case_466","vulnD|remoteAccess"
"case_466","vulnD|storage"
"case_466","vulnD|remoteAccess"
"case_466","vulnD|storage"
"case_466","vulnD|storage"
"case_466","serD|unassigned"
"case_466","serD|unassigned"
"case_466","vulnD|storage"
"case_466","vulnD|storage"
"case_466","vulnD|storage"
"case_466","serD|unassigned"
"case_466","vulnD|remoteAccess"
"case_466","serD|unassigned"
"case_466","vulnD|remoteAccess"
"case_466","vulnD|storage"
"case_466","serD|unassigned"
"case_466","vulnD|storage"
"case_466","serD|unassigned"
"case_466","vulnD|remoteAccess"
"case_466","serD|unassigned"
"case_466","vulnD|storage"
"case_466","acctManip|broadcast"
"case_467","vulnD|remoteAccess"
"case_467","serD|unassigned"
"case_467","vulnD|storage"
"case_467","vulnD|storage"
"case_467","vulnD|storage"
"case_467","serD|unassigned"
"case_467","vulnD|storage"
"case_467","vulnD|storage"
"case_467","vulnD|remoteAccess"
"case_467","acctManip|broadcast"
"case_468","infoD|nameserver"
"case_468","vulnD|remoteAccess"
"case_468","serD|unassigned"
"case_468","vulnD|storage"
"case_468","vulnD|remoteAccess"
"case_468","vulnD|storage"
"case_468","serD|unassigned"
"case_469","vulnD|remoteAccess"
"case_469","vulnD|storage"
"case_469","serD|unassigned"
"case_469","vulnD|storage"
"case_469","vulnD|storage"
"case_469","vulnD|storage"
"case_469","serD|unassigned"
"case_469","vulnD|storage"
"case_469","vulnD|storage"
"case_469","serD|unassigned"
"case_469","vulnD|storage"
"case_469","vulnD|remoteAccess"
"case_469","serD|unassigned"
"case_469","vulnD|storage"
"case_469","vulnD|storage"
"case_469","serD|surveillance"
"case_469","vulnD|storage"
"case_469","serD|unassigned"
"case_469","vulnD|storage"
"case_469","vulnD|remoteAccess"
"case_469","vulnD|storage"
"case_469","serD|unassigned"
"case_469","vulnD|remoteAccess"
"case_469","vulnD|storage"
"case_469","vulnD|storage"
"case_469","serD|unassigned"
"case_469","serD|ATCcomm"
"case_469","vulnD|storage"
"case_469","acctManip|broadcast"
"case_470","vulnD|remoteAccess"
"case_470","vulnD|storage"
"case_470","vulnD|storage"
"case_470","vulnD|remoteAccess"
"case_470","vulnD|storage"
"case_470","vulnD|storage"
"case_470","vulnD|storage"
"case_470","serD|unassigned"
"case_470","vulnD|remoteAccess"
"case_470","acctManip|broadcast"
"case_471","serD|unassigned"
"case_471","infoD|unassigned"
"case_471","vulnD|remoteAccess"
"case_471","serD|storage"
"case_471","vulnD|remoteAccess"
"case_471","infoD|unassigned"
"case_471","infoD|unassigned"
"case_471","vulnD|remoteAccess"
"case_471","hostD|http(s)"
"case_471","vulnD|http(s)"
"case_472","vulnD|remoteAccess"
"case_472","vulnD|storage"
"case_472","vulnD|remoteAccess"
"case_472","serD|unassigned"
"case_472","vulnD|storage"
"case_472","serD|broadcast"
"case_472","vulnD|storage"
"case_472","serD|storage"
"case_472","serD|unassigned"
"case_472","vulnD|remoteAccess"
"case_472","vulnD|remoteAccess"
"case_472","vulnD|storage"
"case_472","vulnD|storage"
"case_472","vulnD|storage"
"case_472","vulnD|storage"
"case_472","vulnD|storage"
"case_472","vulnD|remoteAccess"
"case_472","serD|unassigned"
"case_472","vulnD|remoteAccess"
"case_472","acctManip|broadcast"
"case_473","serD|unassigned"
"case_473","vulnD|storage"
"case_473","serD|unassigned"
"case_473","vulnD|storage"
"case_473","serD|unassigned"
"case_473","vulnD|storage"
"case_473","vulnD|storage"
"case_473","vulnD|remoteAccess"
"case_473","acctManip|broadcast"
"case_474","infoD|nameserver"
"case_474","vulnD|storage"
"case_474","vulnD|remoteAccess"
"case_474","serD|unassigned"
"case_474","vulnD|remoteAccess"
"case_474","vulnD|storage"
"case_475","vulnD|remoteAccess"
"case_475","vulnD|storage"
"case_475","vulnD|remoteAccess"
"case_475","vulnD|storage"
"case_475","vulnD|storage"
"case_475","vulnD|remoteAccess"
"case_475","serD|unassigned"
"case_475","vulnD|remoteAccess"
"case_475","serD|unassigned"
"case_475","serD|unassigned"
"case_475","vulnD|remoteAccess"
"case_475","vulnD|storage"
"case_475","vulnD|storage"
"case_475","serD|storage"
"case_475","vulnD|remoteAccess"
"case_475","serD|unassigned"
"case_475","vulnD|storage"
"case_475","vulnD|remoteAccess"
"case_475","serD|unassigned"
"case_475","vulnD|remoteAccess"
"case_475","vulnD|storage"
"case_475","serD|unassigned"
"case_475","acctManip|broadcast"
"case_476","vulnD|remoteAccess"
"case_476","vulnD|remoteAccess"
"case_476","vulnD|storage"
"case_476","vulnD|storage"
"case_476","vulnD|storage"
"case_476","serD|unassigned"
"case_476","serD|surveillance"
"case_476","vulnD|remoteAccess"
"case_476","vulnD|storage"
"case_476","vulnD|remoteAccess"
"case_476","vulnD|storage"
"case_476","acctManip|broadcast"
"case_477","vulnD|remoteAccess"
"case_477","vulnD|remoteAccess"
"case_477","vulnD|storage"
"case_477","vulnD|storage"
"case_478","vulnD|storage"
"case_478","vulnD|storage"
"case_478","vulnD|storage"
"case_478","serD|unassigned"
"case_478","vulnD|storage"
"case_478","vulnD|remoteAccess"
"case_478","serD|unassigned"
"case_478","vulnD|storage"
"case_478","serD|unassigned"
"case_478","vulnD|remoteAccess"
"case_478","vulnD|storage"
"case_478","serD|unassigned"
"case_478","vulnD|remoteAccess"
"case_478","serD|unassigned"
"case_478","vulnD|storage"
"case_478","vulnD|storage"
"case_478","serD|unassigned"
"case_478","vulnD|storage"
"case_478","serD|unassigned"
"case_478","vulnD|storage"
"case_478","hostD|http(s)"
"case_478","serD|unassigned"
"case_478","vulnD|remoteAccess"
"case_478","vulnD|storage"
"case_478","acctManip|broadcast"
"case_479","vulnD|storage"
"case_479","vulnD|remoteAccess"
"case_479","serD|unassigned"
"case_479","serD|unassigned"
"case_479","serD|unassigned"
"case_479","vulnD|storage"
"case_479","vulnD|storage"
"case_479","vulnD|remoteAccess"
"case_479","serD|unassigned"
"case_479","vulnD|storage"
"case_479","vulnD|storage"
"case_479","serD|remoteAccess"
"case_479","vulnD|storage"
"case_479","vulnD|storage"
"case_479","vulnD|remoteAccess"
"case_479","vulnD|storage"
"case_479","serD|unassigned"
"case_479","serD|unassigned"
"case_479","vulnD|storage"
"case_480","serD|remoteAccess"
"case_480","hostD|surveillance"
"case_480","hostD|surveillance"
"case_480","serD|remoteAccess"
"case_480","infoD|unassigned"
"case_480","exfil|unassigned"
"case_481","serD|unassigned"
"case_481","vulnD|storage"
"case_481","hostD|surveillance"
"case_481","infoD|unassigned"
"case_481","exfil|unassigned"
"case_482","serD|remoteAccess"
"case_482","serD|unassigned"
"case_482","vulnD|storage"
"case_482","hostD|http(s)"
"case_482","bfCred|email"
"case_482","bfCred|email"
"case_483","serD|remoteAccess"
"case_483","surf|http(s)"
"case_483","infoD|http(s)"
"case_483","remoteexp|http(s)"
"case_483","netDOS|http(s)"
"case_484","serD|unassigned"
"case_484","vulnD|storage"
"case_484","hostD|wireless"
"case_484","infoD|unassigned"
"case_484","exfil|unassigned"
"case_485","serD|unassigned"
"case_485","serD|broadcast"
"case_485","vulnD|storage"
"case_486","serD|remoteAccess"
"case_486","hostD|http(s)"
"case_486","serD|ATCcomm"
"case_486","vulnD|storage"
"case_486","serD|unassigned"
"case_486","vulnD|storage"
"case_486","serD|unassigned"
"case_486","surf|http(s)"
"case_486","infoD|http(s)"
"case_486","netDOS|http(s)"
"case_487","surf|http(s)"
"case_487","infoD|http(s)"
"case_487","netDOS|http(s)"
"case_488","serD|remoteAccess"
"case_488","serD|unassigned"
"case_488","vulnD|storage"
"case_488","serD|unassigned"
"case_488","vulnD|storage"
"case_489","serD|remoteAccess"
"case_489","surf|http(s)"
"case_489","infoD|http(s)"
"case_489","netDOS|http(s)"
"case_490","hostD|hostingServer"
"case_490","serD|unassigned"
"case_490","vulnD|storage"
"case_490","hostD|hostingServer"
"case_490","serD|remoteAccess"
"case_490","vulnD|storage"
"case_490","netDOS|http(s)"
"case_491","infoD|http(s)"
"case_491","hostD|http(s)"
"case_491","serD|surveillance"
"case_491","vulnD|storage"
"case_492","serD|unassigned"
"case_492","vulnD|storage"
"case_492","serD|unassigned"
"case_492","vulnD|storage"
"case_493","hostD|http(s)"
"case_493","serD|unassigned"
"case_493","vulnD|storage"
"case_493","surf|http(s)"
"case_493","infoD|http(s)"
"case_493","remoteexp|http(s)"
"case_493","netDOS|http(s)"
"case_493","netDOS|http(s)"
"case_494","infoD|http(s)"
"case_494","remoteexp|http(s)"
"case_494","netDOS|http(s)"
"case_494","netDOS|http(s)"
"case_495","infoD|unassigned"
"case_495","hostD|http(s)"
"case_495","serD|unassigned"
"case_495","vulnD|storage"
"case_496","serD|unassigned"
"case_496","vulnD|storage"
"case_496","serD|unassigned"
"case_496","vulnD|storage"
"case_497","serD|unassigned"
"case_497","serD|ATCcomm"
"case_497","vulnD|storage"
"case_498","serD|unassigned"
"case_498","vulnD|storage"
"case_498","serD|unassigned"
"case_498","vulnD|storage"
"case_498","hostD|http(s)"
"case_498","vulnD|http(s)"
"case_498","infoD|http(s)"
"case_498","netDOS|http(s)"
"case_499","serD|unassigned"
"case_499","vulnD|storage"
"case_499","serD|unassigned"
"case_499","vulnD|storage"
"case_500","serD|remoteAccess"
"case_500","vulnD|storage"
"case_500","serD|unassigned"
"case_500","vulnD|storage"
"case_501","serD|unassigned"
