"case","event"
"case_90","hostD|remoteAccess->serD|remoteAccess"
"case_90","serD|remoteAccess->vulnD|storage"
"case_90","vulnD|storage->infoD|remoteAccess"
"case_90","infoD|remoteAccess->acctManip|broadcast"
"case_90","acctManip|broadcast->netDOS|broadcast"
"case_90","netDOS|broadcast->end"
"case_91","start->hostD|remoteAccess"
"case_91","hostD|remoteAccess->serD|remoteAccess"
"case_91","serD|remoteAccess->vulnD|storage"
"case_91","vulnD|storage->infoD|nameserver"
"case_91","infoD|nameserver->acctManip|broadcast"
"case_91","acctManip|broadcast->netDOS|broadcast"
"case_91","netDOS|broadcast->end"
"case_92","start->hostD|remoteAccess"
"case_92","hostD|remoteAccess->serD|remoteAccess"
"case_92","serD|remoteAccess->vulnD|storage"
"case_92","vulnD|storage->infoD|remoteAccess"
"case_92","infoD|remoteAccess->acctManip|broadcast"
"case_92","acctManip|broadcast->netDOS|broadcast"
"case_92","netDOS|broadcast->end"
"case_93","start->hostD|remoteAccess"
"case_93","hostD|remoteAccess->serD|remoteAccess"
"case_93","serD|remoteAccess->vulnD|storage"
"case_93","vulnD|storage->infoD|remoteAccess"
"case_93","infoD|remoteAccess->acctManip|broadcast"
"case_93","acctManip|broadcast->netDOS|broadcast"
"case_93","netDOS|broadcast->end"
"case_94","start->hostD|remoteAccess"
"case_94","hostD|remoteAccess->serD|remoteAccess"
"case_94","serD|remoteAccess->vulnD|storage"
"case_94","vulnD|storage->infoD|remoteAccess"
"case_94","infoD|remoteAccess->acctManip|broadcast"
"case_94","acctManip|broadcast->netDOS|broadcast"
"case_94","netDOS|broadcast->end"
"case_95","start->hostD|remoteAccess"
"case_95","hostD|remoteAccess->serD|remoteAccess"
"case_95","serD|remoteAccess->vulnD|storage"
"case_95","vulnD|storage->infoD|remoteAccess"
"case_95","infoD|remoteAccess->acctManip|broadcast"
"case_95","acctManip|broadcast->netDOS|broadcast"
"case_95","netDOS|broadcast->end"
"case_96","start->hostD|remoteAccess"
"case_96","hostD|remoteAccess->serD|remoteAccess"
"case_96","serD|remoteAccess->vulnD|storage"
"case_96","vulnD|storage->infoD|remoteAccess"
"case_96","infoD|remoteAccess->acctManip|broadcast"
"case_96","acctManip|broadcast->netDOS|broadcast"
"case_96","netDOS|broadcast->end"
"case_97","start->hostD|remoteAccess"
"case_97","hostD|remoteAccess->vulnD|storage"
"case_97","vulnD|storage->infoD|remoteAccess"
"case_97","infoD|remoteAccess->acctManip|broadcast"
"case_97","acctManip|broadcast->netDOS|broadcast"
"case_97","netDOS|broadcast->end"
"case_98","start->hostD|remoteAccess"
"case_98","hostD|remoteAccess->serD|remoteAccess"
"case_98","serD|remoteAccess->vulnD|storage"
"case_98","vulnD|storage->infoD|remoteAccess"
"case_98","infoD|remoteAccess->acctManip|broadcast"
"case_98","acctManip|broadcast->netDOS|broadcast"
"case_98","netDOS|broadcast->end"
"case_99","start->hostD|remoteAccess"
"case_99","hostD|remoteAccess->serD|remoteAccess"
"case_99","serD|remoteAccess->vulnD|storage"
"case_99","vulnD|storage->infoD|remoteAccess"
"case_99","infoD|remoteAccess->acctManip|broadcast"
"case_99","acctManip|broadcast->netDOS|broadcast"
"case_99","netDOS|broadcast->end"
"case_100","start->serD|unassigned"
"case_100","serD|unassigned->vulnD|storage"
"case_100","vulnD|storage->hostD|remoteAccess"
"case_100","hostD|remoteAccess->infoD|remoteAccess"
"case_100","infoD|remoteAccess->acctManip|broadcast"
"case_100","acctManip|broadcast->netDOS|broadcast"
"case_100","netDOS|broadcast->end"
"case_101","start->serD|unassigned"
"case_101","serD|unassigned->vulnD|storage"
"case_101","vulnD|storage->hostD|remoteAccess"
"case_101","hostD|remoteAccess->infoD|remoteAccess"
"case_101","infoD|remoteAccess->acctManip|broadcast"
"case_101","acctManip|broadcast->netDOS|broadcast"
"case_101","netDOS|broadcast->end"
"case_102","start->serD|unassigned"
"case_102","serD|unassigned->vulnD|storage"
"case_102","vulnD|storage->hostD|remoteAccess"
"case_102","hostD|remoteAccess->infoD|remoteAccess"
"case_102","infoD|remoteAccess->bfCred|email"
"case_102","bfCred|email->acctManip|broadcast"
"case_102","acctManip|broadcast->netDOS|broadcast"
"case_102","netDOS|broadcast->end"
"case_103","start->rPrivEsc|http(s)"
"case_103","rPrivEsc|http(s)->CnC|http(s)"
"case_103","CnC|http(s)->privEsc|http(s)"
"case_103","privEsc|http(s)->exfil|http(s)"
"case_103","exfil|http(s)->end"
"case_104","start->serD|unassigned"
"case_104","serD|unassigned->vulnD|storage"
"case_104","vulnD|storage->hostD|remoteAccess"
"case_104","hostD|remoteAccess->infoD|remoteAccess"
"case_104","infoD|remoteAccess->acctManip|broadcast"
"case_104","acctManip|broadcast->netDOS|broadcast"
"case_104","netDOS|broadcast->end"
"case_105","start->serD|remoteAccess"
"case_105","serD|remoteAccess->uPrivEsc|hostingServer"
"case_105","uPrivEsc|hostingServer->uPrivEsc|hostingServer"
"case_105","uPrivEsc|hostingServer->end"
"case_106","start->vulnD|storage"
"case_106","vulnD|storage->hostD|remoteAccess"
"case_106","hostD|remoteAccess->infoD|remoteAccess"
"case_106","infoD|remoteAccess->acctManip|broadcast"
"case_106","acctManip|broadcast->netDOS|broadcast"
"case_106","netDOS|broadcast->end"
"case_107","start->vulnD|storage"
"case_107","vulnD|storage->hostD|remoteAccess"
"case_107","hostD|remoteAccess->infoD|remoteAccess"
"case_107","infoD|remoteAccess->acctManip|broadcast"
"case_107","acctManip|broadcast->netDOS|broadcast"
"case_107","netDOS|broadcast->end"
"case_108","start->vulnD|storage"
"case_108","vulnD|storage->hostD|remoteAccess"
"case_108","hostD|remoteAccess->infoD|remoteAccess"
"case_108","infoD|remoteAccess->acctManip|broadcast"
"case_108","acctManip|broadcast->netDOS|broadcast"
"case_108","netDOS|broadcast->end"
"case_109","start->infoD|http(s)"
"case_109","infoD|http(s)->infoD|http(s)"
"case_109","infoD|http(s)->CnC|http(s)"
"case_109","CnC|http(s)->end"
"case_110","start->hostD|http(s)"
"case_110","hostD|http(s)->serD|unassigned"
"case_110","serD|unassigned->vulnD|storage"
"case_110","vulnD|storage->serD|unassigned"
"case_110","serD|unassigned->vulnD|storage"
"case_110","vulnD|storage->hostD|http(s)"
"case_110","hostD|http(s)->hostD|http(s)"
"case_110","hostD|http(s)->end"
"case_111","start->serD|unassigned"
"case_111","serD|unassigned->vulnD|storage"
"case_111","vulnD|storage->hostD|hostingServer"
"case_111","hostD|hostingServer->serD|unassigned"
"case_111","serD|unassigned->vulnD|storage"
"case_111","vulnD|storage->CnC|storage"
"case_111","CnC|storage->end"
"case_112","start->serD|unassigned"
"case_112","serD|unassigned->vulnD|storage"
"case_112","vulnD|storage->serD|unassigned"
"case_112","serD|unassigned->vulnD|storage"
"case_112","vulnD|storage->end"
"case_113","start->serD|unassigned"
"case_113","serD|unassigned->vulnD|storage"
"case_113","vulnD|storage->hostD|wireless"
"case_113","hostD|wireless->infoD|unassigned"
"case_113","infoD|unassigned->exfil|unassigned"
"case_113","exfil|unassigned->end"
"case_114","start->serD|unassigned"
"case_114","serD|unassigned->vulnD|storage"
"case_114","vulnD|storage->hostD|wireless"
"case_114","hostD|wireless->infoD|unassigned"
"case_114","infoD|unassigned->exfil|unassigned"
"case_114","exfil|unassigned->end"
"case_115","start->serD|unassigned"
"case_115","serD|unassigned->vulnD|storage"
"case_115","vulnD|storage->hostD|unassigned"
"case_115","hostD|unassigned->serD|unassigned"
"case_115","serD|unassigned->vulnD|storage"
"case_115","vulnD|storage->hostD|unassigned"
"case_115","hostD|unassigned->surf|http(s)"
"case_115","surf|http(s)->infoD|http(s)"
"case_115","infoD|http(s)->netDOS|http(s)"
"case_115","netDOS|http(s)->end"
"case_116","start->serD|unassigned"
"case_116","serD|unassigned->vulnD|storage"
"case_116","vulnD|storage->serD|unassigned"
"case_116","serD|unassigned->vulnD|storage"
"case_116","vulnD|storage->end"
"case_117","start->hostD|surveillance"
"case_117","hostD|surveillance->serD|unassigned"
"case_117","serD|unassigned->vulnD|storage"
"case_117","vulnD|storage->infoD|unassigned"
"case_117","infoD|unassigned->exfil|unassigned"
"case_117","exfil|unassigned->end"
"case_118","start->serD|unassigned"
"case_118","serD|unassigned->vulnD|storage"
"case_118","vulnD|storage->hostD|surveillance"
"case_118","hostD|surveillance->exfil|unassigned"
"case_118","exfil|unassigned->end"
"case_119","start->serD|unassigned"
"case_119","serD|unassigned->vulnD|storage"
"case_119","vulnD|storage->bfCred|email"
"case_119","bfCred|email->end"
"case_120","start->hostD|http(s)"
"case_120","hostD|http(s)->serD|unassigned"
"case_120","serD|unassigned->vulnD|storage"
"case_120","vulnD|storage->bfCred|email"
"case_120","bfCred|email->end"
"case_121","start->hostD|http(s)"
"case_121","hostD|http(s)->hostD|http(s)"
"case_121","hostD|http(s)->serD|unassigned"
"case_121","serD|unassigned->vulnD|storage"
"case_121","vulnD|storage->rPrivEsc|email"
"case_121","rPrivEsc|email->end"
"case_122","start->serD|unassigned"
"case_122","serD|unassigned->vulnD|storage"
"case_122","vulnD|storage->hostD|remoteAccess"
"case_122","hostD|remoteAccess->infoD|remoteAccess"
"case_122","infoD|remoteAccess->infoD|remoteAccess"
"case_122","infoD|remoteAccess->hostD|remoteAccess"
"case_122","hostD|remoteAccess->end"
"case_123","start->serD|unassigned"
"case_123","serD|unassigned->vulnD|storage"
"case_123","vulnD|storage->hostD|remoteAccess"
"case_123","hostD|remoteAccess->infoD|remoteAccess"
"case_123","infoD|remoteAccess->infoD|remoteAccess"
"case_123","infoD|remoteAccess->hostD|remoteAccess"
"case_123","hostD|remoteAccess->end"
"case_124","start->serD|unassigned"
"case_124","serD|unassigned->vulnD|storage"
"case_124","vulnD|storage->hostD|remoteAccess"
"case_124","hostD|remoteAccess->infoD|remoteAccess"
"case_124","infoD|remoteAccess->infoD|remoteAccess"
"case_124","infoD|remoteAccess->hostD|remoteAccess"
"case_124","hostD|remoteAccess->end"
"case_125","start->serD|unassigned"
"case_125","serD|unassigned->vulnD|storage"
"case_125","vulnD|storage->surf|http(s)"
"case_125","surf|http(s)->infoD|http(s)"
"case_125","infoD|http(s)->netDOS|http(s)"
"case_125","netDOS|http(s)->end"
"case_126","start->surf|http(s)"
"case_126","surf|http(s)->serD|unassigned"
"case_126","serD|unassigned->infoD|http(s)"
"case_126","infoD|http(s)->netDOS|http(s)"
"case_126","netDOS|http(s)->end"
"case_127","start->hostD|remoteAccess"
"case_127","hostD|remoteAccess->infoD|remoteAccess"
"case_127","infoD|remoteAccess->infoD|remoteAccess"
"case_127","infoD|remoteAccess->hostD|remoteAccess"
"case_127","hostD|remoteAccess->surf|http(s)"
"case_127","surf|http(s)->infoD|http(s)"
"case_127","infoD|http(s)->netDOS|http(s)"
"case_127","netDOS|http(s)->end"
"case_128","start->serD|unassigned"
"case_128","serD|unassigned->vulnD|storage"
"case_128","vulnD|storage->surf|http(s)"
"case_128","surf|http(s)->infoD|http(s)"
"case_128","infoD|http(s)->netDOS|http(s)"
"case_128","netDOS|http(s)->end"
"case_129","start->surf|remoteAccess"
"case_129","surf|remoteAccess->infoD|remoteAccess"
"case_129","infoD|remoteAccess->hostD|remoteAccess"
"case_129","hostD|remoteAccess->infoD|remoteAccess"
"case_129","infoD|remoteAccess->infoD|remoteAccess"
"case_129","infoD|remoteAccess->hostD|remoteAccess"
"case_129","hostD|remoteAccess->end"
"case_130","start->serD|unassigned"
"case_130","serD|unassigned->vulnD|storage"
"case_130","vulnD|storage->hostD|remoteAccess"
"case_130","hostD|remoteAccess->infoD|remoteAccess"
"case_130","infoD|remoteAccess->infoD|remoteAccess"
"case_130","infoD|remoteAccess->hostD|remoteAccess"
"case_130","hostD|remoteAccess->end"
"case_131","start->serD|unassigned"
"case_131","serD|unassigned->vulnD|storage"
"case_131","vulnD|storage->hostD|remoteAccess"
"case_131","hostD|remoteAccess->infoD|remoteAccess"
"case_131","infoD|remoteAccess->infoD|remoteAccess"
"case_131","infoD|remoteAccess->hostD|remoteAccess"
"case_131","hostD|remoteAccess->end"
"case_132","start->serD|unassigned"
"case_132","serD|unassigned->vulnD|storage"
"case_132","vulnD|storage->hostD|remoteAccess"
"case_132","hostD|remoteAccess->infoD|remoteAccess"
"case_132","infoD|remoteAccess->infoD|remoteAccess"
"case_132","infoD|remoteAccess->hostD|remoteAccess"
"case_132","hostD|remoteAccess->end"
"case_133","start->serD|unassigned"
"case_133","serD|unassigned->vulnD|storage"
"case_133","vulnD|storage->hostD|remoteAccess"
"case_133","hostD|remoteAccess->infoD|remoteAccess"
"case_133","infoD|remoteAccess->infoD|remoteAccess"
"case_133","infoD|remoteAccess->hostD|remoteAccess"
"case_133","hostD|remoteAccess->end"
"case_134","start->serD|unassigned"
"case_134","serD|unassigned->vulnD|storage"
"case_134","vulnD|storage->hostD|remoteAccess"
"case_134","hostD|remoteAccess->infoD|remoteAccess"
"case_134","infoD|remoteAccess->infoD|remoteAccess"
"case_134","infoD|remoteAccess->hostD|remoteAccess"
"case_134","hostD|remoteAccess->end"
"case_135","start->serD|unassigned"
"case_135","serD|unassigned->vulnD|storage"
"case_135","vulnD|storage->hostD|remoteAccess"
"case_135","hostD|remoteAccess->infoD|remoteAccess"
"case_135","infoD|remoteAccess->infoD|remoteAccess"
"case_135","infoD|remoteAccess->hostD|remoteAccess"
"case_135","hostD|remoteAccess->end"
"case_136","start->serD|unassigned"
"case_136","serD|unassigned->vulnD|storage"
"case_136","vulnD|storage->serD|unassigned"
"case_136","serD|unassigned->vulnD|storage"
"case_136","vulnD|storage->serD|unassigned"
"case_136","serD|unassigned->vulnD|storage"
"case_136","vulnD|storage->hostD|http(s)"
"case_136","hostD|http(s)->serD|ATCcomm"
"case_136","serD|ATCcomm->vulnD|http(s)"
"case_136","vulnD|http(s)->hostD|http(s)"
"case_136","hostD|http(s)->end"
"case_137","start->serD|unassigned"
"case_137","serD|unassigned->vulnD|storage"
"case_137","vulnD|storage->serD|unassigned"
"case_137","serD|unassigned->vulnD|storage"
"case_137","vulnD|storage->serD|unassigned"
"case_137","serD|unassigned->vulnD|storage"
"case_137","vulnD|storage->serD|ATCcomm"
"case_137","serD|ATCcomm->vulnD|storage"
"case_137","vulnD|storage->end"
"case_138","start->serD|unassigned"
"case_138","serD|unassigned->vulnD|storage"
"case_138","vulnD|storage->serD|unassigned"
"case_138","serD|unassigned->vulnD|storage"
"case_138","vulnD|storage->serD|unassigned"
"case_138","serD|unassigned->vulnD|storage"
"case_138","vulnD|storage->serD|ATCcomm"
"case_138","serD|ATCcomm->vulnD|storage"
"case_138","vulnD|storage->end"
"case_139","start->serD|unassigned"
"case_139","serD|unassigned->vulnD|storage"
"case_139","vulnD|storage->serD|unassigned"
"case_139","serD|unassigned->vulnD|storage"
"case_139","vulnD|storage->serD|unassigned"
"case_139","serD|unassigned->vulnD|storage"
"case_139","vulnD|storage->serD|ATCcomm"
"case_139","serD|ATCcomm->vulnD|storage"
"case_139","vulnD|storage->end"
"case_140","start->serD|unassigned"
"case_140","serD|unassigned->vulnD|storage"
"case_140","vulnD|storage->serD|unassigned"
"case_140","serD|unassigned->vulnD|storage"
"case_140","vulnD|storage->serD|unassigned"
"case_140","serD|unassigned->vulnD|storage"
"case_140","vulnD|storage->serD|ATCcomm"
"case_140","serD|ATCcomm->vulnD|storage"
"case_140","vulnD|storage->end"
"case_141","start->serD|unassigned"
"case_141","serD|unassigned->vulnD|storage"
"case_141","vulnD|storage->serD|unassigned"
"case_141","serD|unassigned->vulnD|storage"
"case_141","vulnD|storage->hostD|http(s)"
"case_141","hostD|http(s)->serD|unassigned"
"case_141","serD|unassigned->vulnD|storage"
"case_141","vulnD|storage->hostD|http(s)"
"case_141","hostD|http(s)->serD|ATCcomm"
"case_141","serD|ATCcomm->vulnD|storage"
"case_141","vulnD|storage->hostD|http(s)"
"case_141","hostD|http(s)->end"
"case_142","start->serD|unassigned"
"case_142","serD|unassigned->vulnD|storage"
"case_142","vulnD|storage->serD|unassigned"
"case_142","serD|unassigned->vulnD|storage"
"case_142","vulnD|storage->serD|unassigned"
"case_142","serD|unassigned->vulnD|storage"
"case_142","vulnD|storage->serD|ATCcomm"
"case_142","serD|ATCcomm->vulnD|storage"
"case_142","vulnD|storage->end"
"case_143","start->serD|unassigned"
"case_143","serD|unassigned->vulnD|storage"
"case_143","vulnD|storage->serD|unassigned"
"case_143","serD|unassigned->vulnD|storage"
"case_143","vulnD|storage->serD|unassigned"
"case_143","serD|unassigned->vulnD|storage"
"case_143","vulnD|storage->serD|ATCcomm"
"case_143","serD|ATCcomm->vulnD|storage"
"case_143","vulnD|storage->end"
"case_144","start->serD|unassigned"
"case_144","serD|unassigned->vulnD|storage"
"case_144","vulnD|storage->serD|unassigned"
"case_144","serD|unassigned->vulnD|storage"
"case_144","vulnD|storage->serD|unassigned"
"case_144","serD|unassigned->vulnD|storage"
"case_144","vulnD|storage->serD|ATCcomm"
"case_144","serD|ATCcomm->vulnD|storage"
"case_144","vulnD|storage->end"
"case_145","start->serD|unassigned"
"case_145","serD|unassigned->vulnD|storage"
"case_145","vulnD|storage->serD|unassigned"
"case_145","serD|unassigned->vulnD|storage"
"case_145","vulnD|storage->serD|unassigned"
"case_145","serD|unassigned->vulnD|storage"
"case_145","vulnD|storage->hostD|http(s)"
"case_145","hostD|http(s)->serD|ATCcomm"
"case_145","serD|ATCcomm->vulnD|http(s)"
"case_145","vulnD|http(s)->hostD|http(s)"
"case_145","hostD|http(s)->end"
"case_146","start->serD|unassigned"
"case_146","serD|unassigned->vulnD|storage"
"case_146","vulnD|storage->serD|unassigned"
"case_146","serD|unassigned->vulnD|storage"
"case_146","vulnD|storage->hostD|http(s)"
"case_146","hostD|http(s)->serD|unassigned"
"case_146","serD|unassigned->vulnD|storage"
"case_146","vulnD|storage->serD|unassigned"
"case_146","serD|unassigned->vulnD|storage"
"case_146","vulnD|storage->infoD|unassigned"
"case_146","infoD|unassigned->hostD|http(s)"
"case_146","hostD|http(s)->serD|ATCcomm"
"case_146","serD|ATCcomm->vulnD|storage"
"case_146","vulnD|storage->hostD|http(s)"
"case_146","hostD|http(s)->end"
"case_147","start->hostD|http(s)"
"case_147","hostD|http(s)->serD|unassigned"
"case_147","serD|unassigned->vulnD|storage"
"case_147","vulnD|storage->uPrivEsc|hostingServer"
"case_147","uPrivEsc|hostingServer->end"
"case_148","start->hostD|http(s)"
"case_148","hostD|http(s)->serD|unassigned"
"case_148","serD|unassigned->vulnD|storage"
"case_148","vulnD|storage->CnC|http(s)"
"case_148","CnC|http(s)->end"
"case_149","start->surf|http(s)"
"case_149","surf|http(s)->infoD|http(s)"
"case_149","infoD|http(s)->uPrivEsc|hostingServer"
"case_149","uPrivEsc|hostingServer->netDOS|http(s)"
"case_149","netDOS|http(s)->end"
"case_150","start->serD|remoteAccess"
"case_150","serD|remoteAccess->vulnD|storage"
"case_150","vulnD|storage->hostD|wireless"
"case_150","hostD|wireless->infoD|unassigned"
"case_150","infoD|unassigned->exfil|unassigned"
"case_150","exfil|unassigned->end"
"case_151","start->uPrivEsc|hostingServer"
"case_151","uPrivEsc|hostingServer->uPrivEsc|hostingServer"
"case_151","uPrivEsc|hostingServer->uPrivEsc|hostingServer"
"case_151","uPrivEsc|hostingServer->end"
"case_152","start->serD|remoteAccess"
"case_152","serD|remoteAccess->vulnD|storage"
"case_152","vulnD|storage->hostD|surveillance"
